,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
2519,REQ 10/2022 - CTFC,,"Requer, nos termos dos arts. 50, caput , e 58, § 2º, III, da Constituição Federal e dos arts. 90, III, 397, § 1º e 400-A do Regimento Interno do Senado Federal, a convocação do Senhor Milton Ribeiro, Ministro da Educação do Brasil, a comparecer a esta Comissão, a fim de que preste as informações devidas sobre o aparente beneficiamento indevido na destinação de verbas públicas afetas ao Ministério da Educação.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152379
2520,REQ 18/2022 - CMA,,"Requer que a Comissão de Meio Ambiente avalie a Política Nacional sobre Mudança do Clima (PNMC), observando-se: a Lei nº 12.187, de 29 de dezembro de 2009; o compromisso voluntário do Brasil junto à Convenção-Quadro das Nações Unidas sobre Mudança do Clima; a aplicação de recursos do Fundo Nacional sobre Mudança do Clima - FNMC de que trata a Lei Federal nº 12.114, de 09 de dezembro de 2009; e o disposto no Decreto 9.578, de 22 de novembro de 2018. A avaliação deve focar nos objetivos alcançados com as ações de prevenção e controle dos desmatamentos e queimadas ilegais nos Biomas Amazônia, Cerrado e Pantanal, e sua harmonização com o desenvolvimento sustentável. Solicito, ainda, comparação qualitativa e quantitativa com o crescimento econômico, a erradicação da pobreza e a redução das desigualdades sociais, no exercício de 2022.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152385
2521,REQ 11/2022 - CTFC,,"Requer, nos termos dos arts. 50, caput , e 58, § 2º, III, da Constituição Federal e dos arts. 90, III, 397, § 1º e 400-A do Regimento Interno do Senado Federal, a convocação do Senhor Milton Ribeiro, Ministro de Estado da Educação, a comparecer a esta Comissão, a fim de prestar informações e esclarecimentos sobre as denúncias de suposta priorização na liberação de recursos da pasta, de maneira indevida, a alguns municípios, em desacordo com a legislação.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152388
2522,PDL 588/2021,,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária Vila Rajada para executar serviço de radiodifusão comunitária no Município de Petrolina, Estado de Pernambuco.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152389
2523,PDL 594/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural Comunitária do Alto do Ginásio para executar serviço de radiodifusão comunitária no Município de Sertãozinho, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152390
2524,PDL 600/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Cultural e Radiodifusão de Carvalho de Brito para executar serviço de radiodifusão comunitária no Município de Sabará, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152391
2525,PDL 601/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Dourado para executar serviço de radiodifusão comunitária no Município de Dourado, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152392
2526,PDL 605/2021,,"Aprova o ato que renova a autorização outorgada à Associação Beneficente de Difusão Cultural e Comunitária Betel de Terra Roxa para executar serviço de radiodifusão comunitária no Município de Terra Roxa, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152393
2527,PDL 584/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Igarapava para executar serviço de radiodifusão comunitária no Município de Igarapava, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152394
2528,PDL 582/2021,,"Aprova o ato que renova a autorização outorgada à Rádio Comunitária Boa Nova FM para executar serviço de radiodifusão comunitária no Município de Guarda-Mor, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152395
2529,PDL 575/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária e Cultural Projeto Vida para executar serviço de radiodifusão comunitária no Município de Igaratinga, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152396
2530,PDL 566/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural Comunitária Montessionense de Radiodifusão para executar serviço de radiodifusão comunitária no Município de Monte Sião, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152397
2531,PDL 565/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Rádio Monte Sinai FM para executar serviço de radiodifusão comunitária no Município de Garanhuns, Estado de Pernambuco.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152398
2532,REQ 16/2022 - CE,,"Requer que sejam prestadas, pelo Exmo. Sr. Ministro da Controladoria-Geral da União (CGU), Wagner de Campos Rosário, informações sobre os indícios de irregularidades que a Controladoria-Geral da União afirmou ter encontrado no Ministério da Educação (MEC) quanto ao processo de liberação de verbas no âmbito do Fundo nacional de Desenvolvimento da Educação (FNDE) e em eventos realizados pelo MEC, após denúncias oriundas da gestão do Ministro da Educação Milton Ribeiro.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152399
2533,REQ 21/2022 - CAS,,"Requer nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de lançamento, na forma de seminário, do “Dossiê contra o Pacote do Veneno e em defesa da vida”.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152400
2534,PRS 8/2022,,Altera o Regimento Interno do Senado Federal para dispor sobre as frentes parlamentares temáticas.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152403
2535,REQ 19/2022 - CMA,,"Requer que a Comissão de Meio Ambiente avalie a Política Nacional de Saneamento Básico, instituída pela Lei nº 11.445, de 05 de janeiro de 2007, com foco na prestação de serviços públicos em consonância com os princípios fundamentais definidos no art. 2º, especialmente o disposto nos incisos: III - abastecimento de água, esgotamento sanitário, limpeza urbana e manejo dos resíduos sólidos realizados de forma adequada à saúde pública, à conservação dos recursos naturais e à proteção do meio ambiente; IV - disponibilidade, nas áreas urbanas, de serviços de drenagem e manejo das águas pluviais, tratamento, limpeza e fiscalização preventiva das redes, adequados à saúde pública, à proteção do meio ambiente e à segurança da vida e do patrimônio público e privado; VI - articulação com as políticas de desenvolvimento urbano e regional, de habitação, de combate à pobreza e de sua erradicação, de proteção ambiental, de promoção da saúde, de recursos hídricos e outras de interesse social relevante, destinadas à melhoria da qualidade de vida, para as quais o saneamento básico seja fator determinante; XII - integração das infraestruturas e dos serviços com a gestão eficiente dos recursos hídricos; XIII - redução e controle das perdas de água, inclusive na distribuição de água tratada, estímulo à racionalização de seu consumo pelos usuários e fomento à eficiência energética, ao reúso de efluentes sanitários e ao aproveitamento de águas de chuva. Solicito, ainda, avaliação quanto a eficiência e eficácia das políticas diante da aplicabilidade das atualizações promovidas pelas Leis: 13.329, de 1º de agosto de 2016 (cria o Regime Especial de Incentivos para o Desenvolvimento do Saneamento Básico - REISB, com o objetivo de estimular a pessoa jurídica prestadora de serviços públicos de saneamento básico a aumentar seu volume de investimentos, por meio da concessão de créditos relativos à contribuição para o Programa de Integração Social - PIS e para o Programa de Formação do Patrimônio do Servidor Público - PASEP e à Contribuição para Financiamento da Seguridade Social - COFINS); e 14.026, de 15 de julho de 2020 (marco legal do saneamento básico), especialmente as que adentram na Lei 13.529, de 04 de dezembro de 2017 (que autoriza a União a participar de fundo de apoio à estruturação e ao desenvolvimento de projetos de concessões e parcerias público-privadas, com a finalidade exclusiva de financiar serviços técnicos especializados), no exercício de 2022.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152404
2536,REQ 22/2022 - CAS,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, que na Audiência Pública objeto do REQ 20/2022 - CAS sejam incluídos os seguintes convidados: representante do Ministério Público do Trabalho; representante da Central Única dos Trabalhadores (CUT); representante da Associação Brasileira de Advogados Trabalhistas (ABRAT); o Senhor Vinicius Cascone, advogado especialista em direito sindical.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152410
2537,REQ 23/2022 - CAS,,"Requer, nos termos do art. 93, I, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de instruir o PLS 205/2018, que “acrescenta o art. 461-A à Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a divulgação pelas empresas com mais de 250 (duzentos e cinquenta) empregados da diferença de salários entre trabalhadores homens e mulheres”.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152411
2538,PL 722/2022,,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para vedar a exigência de comprovação de vacinação contra a Covid-19 para o acesso de pessoas a serviços e estabelecimentos púbicos e privados.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152412
2539,PL 725/2022,,"Disciplina a inserção do hidrogênio como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152413
2540,RQS 231/2022,,"Sobrestamento do PLP nº 202/2019, que “altera a Lei Complementar nº 116, de 31 de julho de 2003, para permitir a incidência do Imposto sobre Serviços de Qualquer Natureza sobre a organização, administração ou exploração de jogos eletrônicos em qualquer modalidade, ainda que por meio da internet”, para aguardar a decisão do Senado quanto à Proposta de Emenda à Constituição nº 110, de 2019.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152414
2541,PL 727/2022,,"Altera a Lei nº 8.742, de 7 de dezembro de 1993, que dispõe sobre a organização da Assistência Social e dá outras providências, para assegurar o acesso à acomodação adequada para a pessoa em situação de vulnerabilidade ou risco social e pessoal durante o período em que estiver sob tratamento ambulatorial continuado.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152415
2542,PL 728/2022,,"Altera a Lei nº 10.257, de 10 de julho de 2001, que “regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana e dá outras providências”, para determinar a instalação de banheiros públicos de uso gratuito em municípios com mais de 300 mil habitantes.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152416
2543,PL 729/2022,,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever a prioridade na oferta de vagas de creche para as famílias inscritas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico); a criação do Portal Nacional de Boas Práticas na Educação; programas direcionados ao envolvimento ativo da família; o monitoramento contínuo e periódico do progresso dos alunos na aprendizagem; os componentes obrigatórios da educação infantil; e requisitos para o ingresso na atividade docente.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152417
2544,PRS 9/2022,,"Altera o § 1º do art. 132 do Regimento Interno do Senado Federal, para determinar a aceitação de pedido de vista quando houver alteração promovida pelo relator no voto proferido.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152418
2545,REQ 24/2022 - CAS,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, que na Audiência Pública objeto do REQ 21/2022 – CAS, sejam incluídos os seguintes convidados: Representante da Associação Brasileira dos Produtores de Soja do Brasil (APROSOJA BR); Representante da Associação Brasileira dos Produtores de Algodão (ABRAPA); Representante da Confederação Nacional da Agricultura e Pecuária do Brasil (CNA); Representante da CropLife Brasil;  Representante da Empresa Brasileira de Pesquisa Agropecuária (Embrapa); e Representante do Ministério da Agricultura Pecuária e Abastecimento (MAPA).",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152419
2546,PDL 606/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural Comunitária Simonense para executar serviço de radiodifusão comunitária no Município de São Simão, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152423
2547,PDL 615/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Abadia de Goiás para executar serviço de radiodifusão comunitária no Município de Abadia de Goiás, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152425
2548,REQ 17/2022 - CE,,"Requer, nos termos do art. 50, §2º, da Constituição Federal e dos arts. 216 e 217 do Regimento Interno do Senado Federal, que sejam prestadas, pelo Exmo. Sr. Ministro da Educação (MEC) informações sobre os indícios de irregularidades que afirmou ter tomado conhecimento em 2021 sobre processo de liberação de verbas no âmbito do Fundo Nacional de Desenvolvimento da Educação (FNDE) e em eventos realizados pelo MEC.
Nesses termos, requisita-se:
1 - O encaminhamento da íntegra do(s) processo(s) relativo(s) à ação de controle supostamente instaurada pelo Ministério da Educação a respeito de irregularidades relacionadas à liberação de verbas no âmbito do Fundo Nacional de Desenvolvimento da Educação (FNDE), incluindo os respectivos registros eletrônicos com a comprovação das datas de criação e edição, os papéis de trabalho, atas de reunião, relatórios produzidos, relação dos servidores que integraram a comissão avaliativa e documentos conclusivos das autoridades competentes do referido órgão de controle interno e encaminhados a outros órgãos de investigação e persecução penal ou administrativa;
2 - Encaminhamento da íntegra dos processos administrativos autuados pelo Ministério da Educação e pelo FNDE para a transferência de recursos orçamentários - incluindo a solicitação inicial, o parecer dos órgãos técnicos instrutórios, a decisão das respectivas autoridades competentes, os valores transferidos e os contratos ou convênios firmados com os entes municipais - às seguintes prefeituras: Prefeitura do Município de Rosário (MA); Prefeitura de Anajatuba (MA); Prefeitura de Ijaci (MG); Prefeitura de Dracena (SP); Prefeitura de Ceres (GO); Prefeitura de Centro Novo (MA); Prefeitura de Três Corações (MG) ; Prefeitura de Rosário (MA); Prefeitura de Luís Domingues (MA); Prefeitura de Boa Esperança do Sul (SP); Prefeitura de Guarani D’Oeste (SP); Prefeitura de Bom Lugar (MA), Sra. Marlene Miranda; Prefeitura de Salinópolis (PA); e outras prefeituras que surgirem denúncias de irregularidades sobre a destinação ou o uso de verbas públicas do Ministério da Educação.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152426
2549,PDL 619/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Radiodifusão de Pedro Leopoldo para executar serviço de radiodifusão comunitária no Município de Pedro Leopoldo, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152428
2550,PDL 620/2021,,"Aprova o ato que renova a autorização outorgada à Associação Beneficente Cultural de Comunicação Comunitária Solidariedade de Arealva para executar serviço de radiodifusão comunitária no Município de Arealva, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152429
2551,PDL 626/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Barros Cassal - ASCOBAC para executar serviço de radiodifusão comunitária no Município de Barros Cassal, Estado do Rio Grande do Sul.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152430
2552,REQ 25/2022 - CAS,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, que na Audiência Pública objeto do REQ 7/2022 - CAS seja incluído o seguinte convidado: Senhor Sérgio Nobre, Presidente da Central Única dos Trabalhadores - CUT.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152431
2553,PDL 630/2021,,"Aprova o ato que renova a autorização outorgada à Associação Casa de Apoio à Criança e ao Adolescente para executar serviço de radiodifusão comunitária no Município de Autazes, Estado do Amazonas.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152432
2554,PDL 649/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural Marmeleiro para executar serviço de radiodifusão comunitária no Município de Marmeleiro, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152433
2555,PDL 650/2021,,"Aprova o ato que renova a autorização outorgada à Associação da Rádio Comunitária Alternativa FM para executar serviço de radiodifusão comunitária no Município de Guaratuba, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152434
2556,PDL 651/2021,,"Aprova o ato que renova a autorização outorgada à Associação Beneficente Cultural de Comunicação Comunitária Educadora Campo Verde para executar serviço de radiodifusão comunitária no Município de Iacanga, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152435
2557,PDL 655/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária e Ecológica de Ouro Preto para executar serviço de radiodifusão comunitária no Município de Ouro Preto, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152437
2558,PDL 664/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural e Educativa de Vera Cruz do Oeste - ACEVE para executar serviço de radiodifusão comunitária no Município de Vera Cruz do Oeste, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152438
2559,PDL 662/2021,,"Aprova o ato que renova a autorização outorgada à Rádio Comunitária Ondas de Paz FM para executar serviço de radiodifusão comunitária no Município de Imbituva, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152440
2560,PDL 660/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária e Cultural para o Progresso de Itarema para executar serviço de radiodifusão comunitária no Município de Itarema, Estado do Ceará.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152442
2561,PDL 657/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Desenvolvimento Artístico e Cultural de Humaitá para executar serviço de radiodifusão comunitária no Município de Humaitá, Estado do Amazonas.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152444
2562,PDL 677/2021,,"Aprova o ato que renova a autorização outorgada à Associação e Movimento Comunitário Rádio Sertão FM para executar serviço de radiodifusão comunitária no Município de Ibimirim, Estado de Pernambuco.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152447
2563,PDL 656/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária, Cultural e Ecológica Rio dos Bois para executar serviço de radiodifusão comunitária no Município de Anicuns, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152449
2564,PDL 675/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Imaculada Conceição para executar serviço de radiodifusão comunitária no Município de Propriá, Estado de Sergipe.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152451
2565,PDL 674/2021,,"Aprova o ato que renova a autorização outorgada à Associação Assistencial dos Moradores da Boa Vista para executar serviço de radiodifusão comunitária no Município de Cascavel, Estado do Ceará.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152453
2566,PDL 673/2021,,"Aprova o ato que renova a autorização outorgada à Associação Cultural Novos Caminhos de Munhoz de Melo para executar serviço de radiodifusão comunitária no Município de Munhoz de Melo, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152455
2567,PDL 666/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Itanhanduense de Radiodifusão para executar serviço de radiodifusão comunitária no Município de Itanhandu, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152458
2568,PDL 70/2022,,"Susta os efeitos do Decreto nº 10.948, de 26 de janeiro de 2022, que “cria o Escritório do Ministério da Economia junto à Embaixada do Brasil em Washington, Estados Unidos da América, e dispõe sobre a designação, a atuação e a remuneração do Chefe do Escritório e de seu Assessor”, publicado no Diário Oficial da União Edição nº 19 – Ano CLX, Seção 1, p. 1-2, em 27 de janeiro de 2022.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152465
2569,AVN 6/2022,,"Encaminha cópia do acórdão n. 333/2022, proferido nos autos TC-037.193/2020-1, que trata do acompanhamento para avaliar a conformidade das medidas normativas de criação de despesas obrigatórias de caráter continuado e de criação ou expansão das renúncias de receitas, no que concerne às disposições da Constituição Federal, da Lei Complementar nº 101/2000 e da LDO/2020.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152469
2570,PL 745/2022,,"Altera a Lei nº 13.812, de 16 de março de 2019, que institui a Política Nacional de Busca de Pessoas Desaparecidas, cria o Cadastro Nacional de Pessoas Desaparecidas e altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para dispor sobre o uso de aplicações de reconhecimento facial.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152486
2571,PRS 10/2022,,Altera o Regimento Interno do Senado Federal para determinar a aplicação às federações partidárias de todas as normas incidentes sobre partidos políticos relativas ao funcionamento parlamentar e ao processo legislativo.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152490
2572,PL 748/2022,,"Altera o art. 3º-B do Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para estabelecer que as audiências de custódia devem ser realizadas, preferencialmente, por videoconferência.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152493
2573,PL 749/2022,,"Acrescenta o art. 13-C ao Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para possibilitar o compartilhamento de dados da monitoração eletrônica com a investigação criminal, independentemente de decisão judicial.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152494
2574,PL 750/2022,,Altera o Código de Processo Penal para estabelecer sistema de venda e gestão de bens e valores objeto de medidas assecuratórias equivalente ao vigente para os crimes de drogas.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152495
2575,PL 751/2022,,"Acrescenta o art. 352-A ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tornar crime o dano a dispositivo de monitoração eletrônica.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152496
2576,PDL 72/2022,,"Susta os efeitos da Portaria nº 983, de 18 de novembro de 2020, do Ministério da Educação, que estabelece diretrizes complementares à Portaria nº 554, de 20 de junho de 2013, para a regulamentação das atividades docentes, no âmbito da Rede Federal de Educação Profissional, Científica e Tecnológica.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152497
2577,PDL 691/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura de Santa Maria/ RN (ACCCSM-RN) para executar serviço de radiodifusão comunitária no Município de Santa Maria, Estado do Rio Grande do Norte.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152501
2578,PDL 692/2021,,"Aprova o ato que renova a autorização outorgada à Associação do Bairro Setor Aeroporto de Campos Belos para executar serviço de radiodifusão comunitária no Município de Campos Belos, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152502
2579,PDL 693/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária do Desenvolvimento Cultural e Artístico de Boa Vista da Aparecida para executar serviço de radiodifusão comunitária no Município de Boa Vista da Aparecida, Estado do Paraná.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152503
2580,PDL 694/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Moriah (Moriah FM) para executar serviço de radiodifusão comunitária no Município de Jales, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152504
2581,PDL 696/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Serrazulense para executar serviço de radiodifusão comunitária no Município de Serra Azul, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152505
2582,PDL 688/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Novo Amanhecer - ACNA para executar serviço de radiodifusão comunitária no Município de Brotas de Macaúbas, Estado da Bahia.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152506
2583,PDL 685/2021,,"Aprova o ato que renova a autorização outorgada à RC FM - Rádio Comunitária de Itambé para executar serviço de radiodifusão comunitária no Município de Itambé, Estado de Pernambuco.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152507
2584,PDL 684/2021,,"Aprova o ato que renova a autorização outorgada à Associação Beneficente Comunitária e Social Ajuda Fraterna para executar serviço de radiodifusão comunitária no Município de Torrinha, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152508
2585,PDL 697/2021,,"Aprova o ato que renova a autorização outorgada à Constelação Associação Cultural para executar serviço de radiodifusão comunitária no Município de Chapadão do Céu, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152509
2586,PDL 682/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Comunicação Comunitária Ágape de Ourinhos para executar serviço de radiodifusão comunitária no Município de Ourinhos, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152510
2587,PL 759/2022,,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para estender a isenção do Imposto sobre Produtos Industrializados (IPI) para a aquisição de veículos para uso profissional por motoristas de aplicativos (de transporte remunerado privado individual de passageiros), mototaxistas e motoboys.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152511
2588,REQ 11/2022 - CAE,,Requer aditamento ao requerimento 3/2022,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152512
2589,PFS 2/2022,,"Destina-se a apurar, com o auxílio do Tribunal de Contas da União – TCU, a diminuição dos investimentos do Ministério da Saúde na cobertura vacinal, de acordo com o Programa Nacional de Imunização (PNI).",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152514
2590,PL 761/2022,,Inscreve o nome de Maria José Camargo Aragão no Livro dos Heróis e Heroínas da Pátria.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152517
2591,REQ 19/2022 - CE,,"Requer, nos termos dos arts. 50, caput, e 58, § 2º, III, da Constituição Federal e dos arts. 90, III, 397, § 1º e 400-A do Regimento Interno doSenado Federal, a convocação do Senhor Victor Godoy Veiga, Ministro Interino da Educação e Secretário-Executivo do ex-ministro Milton Ribeiro, para que compareça a esta Comissão, a fim de prestar informações sobre áudio divulgado por veículos da imprensa nacional no qual o ex-ministro Milton Ribeiro afirma priorizar, a pedido do Presidente da República, a destinação de recursos do FNDE a municípios administrados por prefeitos vinculados aos pastores Gilmar Santos e Arilton Moura, em detrimento dos princípios que norteiam a administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152518
2592,REQ 20/2022 - CE,,"Requer adição de assinatura ao requerimento registrado no SEDOL nº SF/22916.25237-37, de autoria do Senador Jean Paul Prates.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152519
2593,PL 768/2022,,"Altera a Lei nº 13.675, de 11 de junho de 2018, para dispor sobre a participação de instituições da sociedade civil na definição das políticas de segurança relativas ao Plano Nacional de Prevenção e Enfrentamento à Violência contra a Mulher.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152521
2594,REQ 21/2022 - CE,,"Requer adição de assinatura ao requerimento registrado no SEDOL nº SF/22916.25237-37, de autoria do Senador Jean Paul Prates.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152523
2595,REQ 26/2022 - CAS,,"Requeiro, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, a realização de audiência pública com o objetivo de para discutir o acesso e aquisição gratuita do medicamento VASORITIDA - VOXZOGO pelas pessoas com ACONDROPLASIA.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152529
2596,REQ 27/2022 - CAS,,"Requeiro, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, a realização de audiência pública com o objetivo de tratar da Instrução Normativa n° 128, de 28 de março de 2022, do Instituto Nacional do Seguro Social, que tem características que podem aumentar a judicialização previdenciária, buscando orientações com diversos especialistas sobre o assunto e objetivando maior conhecimento do cenário para que as casas legislativas possam atuar com maior segurança técnica e jurídica.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152530
